Course Code,Course Title,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
 ENG280H5 , Critical Approaches to Literature ,0.5,Humanities,None,Open to students who have successfully completed at least 4.0 full credits.     Students who do not meet the prerequisite but are enrolled in any 100-level ENG or DRE course (except  ENG100H5) may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.,ENG267H5
 ENG289H5 , Creative Writing ,0.5,Humanities,None,Open to students who have successfully completed at least 4.0 full credits.     Students who do not meet the prerequisite but are enrolled in any 100-level ENG or DRE course (except  ENG100H5) may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.,None
 ENG291H5 , Reading for Creative Writing ,0.5,Humanities,None,Open to students who have successfully completed at least 4.0 full credits.     Students who do not meet the prerequisite but are enrolled in any 100-level ENG or DRE course (except  ENG100H5) may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.,None
 ENG299Y5 , Research Opportunity Program ,1.0,Humanities,None,Open to students who have successfully completed at least 4.0 full credits.     Students who do not meet the prerequisite but are enrolled in any 100-level ENG or DRE course (except  ENG100H5) may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.,None
 ENG300Y5 , Chaucer ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG301H5 , Making Love in the Sixteenth Century ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG303H5 , Milton ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG304H5 , Seventeenth-Century Poetry ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG304Y5
 ENG305H5 , Eighteenth-Century Satire and Print Culture ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG306Y5
 ENG306Y5 , Literature of the Restoration and 18th Century ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG305H5
 ENG308Y5 , Romantic Poetry and Prose ,1.0,Humanities,None,1.0 credit of ENG and 3.0 additional credits.,None
 ENG309H5 , Anishinaabe Storytelling and Oral Tradition  ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG310H5 , Modern South Asian Literature in English ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG311H5 , Medieval Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG312H5 , Special Topic in Medieval Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG313H5 , Special Topic in Early Modern British Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG314H5 , Special Topic in Eighteenth-Century British Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG315H5 , Special Topic in Nineteenth-Century British Literature ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits.,None
 ENG316H5 , Special Topic in Modern and Contemporary Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG317H5 , Drama of the Global South ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits.,None
 ENG318H5 , Eighteenth-Century Women Writers ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG307H5
 ENG320H5 , Transforming Literature in the Sixteenth Century ,0.5,Humanities,None,1.0 credit in English and 3.0 additional credits.,ENG302Y5
 ENG322Y5 , The Rise of the Novel in the Eighteenth Century ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG323H5 , Austen and Her Contemporaries ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG324Y5 , Victorian Fiction ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits,ENG325H5
 ENG325H5 , The Victorian Novel ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG324Y5
 ENG326H5 , Premodern World Literatures ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG327H5 , Blame Chaucer ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG329H5 , Contemporary British Fiction ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG330H5 , Medieval Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG331H5 , Elizabethan Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG332Y5
 ENG332H5 , Restoration and Early Eighteenth-Century Literature  ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits,ENG308Y5
 ENG333H5 , The Modernist Novel ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG328Y5
 ENG334H5 , Global Indigenous Literatures ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG335H5 , Jacobean Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG332Y5
 ENG336H5 , Special Topic in Shakespeare ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG337H5 , Restoration and Eighteenth-Century Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG338H5 , Eighteenth-Century British Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG308Y5
 ENG339H5 , Early Modern Women Writers ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG307H5
 ENG340H5 , The Rise of Modern Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG338Y5
 ENG341H5 , Modern Drama: Late Twentieth-Century to Present Day ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG338Y5
 ENG342H5 , Contemporary Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG339H5
 ENG343H5 , World Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG344H5 , Spy Fiction ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG345H5 , Victorian Poetry ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG347Y5
 ENG346H5 , Indigenous First Stories Tkaronto  ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits,None
 ENG347H5 , The Nineteenth-Century American Novel ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits,None
 ENG348H5 , Special Topic in Indigenous Storywork ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG349H5 , Contemporary Poetry ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG350H5 , Poetry and Modernism ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG348Y5
 ENG351H5 , Toni Morrison: Texts and Contexts  ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG352H5 , Canadian Drama ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG223H5
 ENG353Y5 , Canadian Prose Fiction ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG392H5
 ENG354Y5 , Canadian Poetry ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG393H5
 ENG355H5 , Black British Literature ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG356H5 , Caribbean Literature ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG357H5 , New Writing in Canada ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG358H5 , Special Topic in Canadian Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG359H5 , Land Back: Indigenous Voices and Narratives ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits,None
 ENG360H5 , Early American Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG361H5 ," Canadian Literature, Beginnings to 1920 ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits,None
 ENG362H5 ," Canadian Literature, 1920 to the Present ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG363Y5 , Nineteenth-Century American Literature ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG394H5
 ENG364Y5 , Twentieth-Century American Literature ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG395H5
 ENG365H5 , Contemporary American Fiction ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG366H5 , Special Topic in American Literature ,0.5,Humanities,None,1.0 credit in ENG and 3.0 other credits.,None
 ENG367H5 , African American Literature ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG368H5 , Black Feminist Poetics ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG369H5 , Black Women’s Writing ,0.5,Humanities,None,1.0 credit in ENG and 3 additional credits,None
 ENG370H5 , Global Literatures in English ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG371H5 , Special Topic in World Literatures ,0.5,Humanities,None,1.0 credits in ENG and 3.0 additional credits.,None
 ENG372H5 , Special Topic in Literary Theory ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG373H5 , Creative Writing: Poetry ,0.5,Humanities,None,ENG289H5 or  ENG291H5,None
 ENG374H5 , Creative Writing: Prose ,0.5,Humanities,None,ENG289H5 or  ENG291H5,None
 ENG375H5 , Editing Literary Texts ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits; or  ENG289H5/ ENG291H5,None
 ENG376H5 , Creative Writing: Nonfiction ,0.5,Humanities,None,1.0 credit in ENG and 3.0 other credits,None
 ENG377H5 , Special Topic in Creative Writing ,0.5,Humanities,None,1.0 credit in ENG and 3.0 other credits,None
 ENG378H5 , Special Topic in Writing for Performance ,0.5,Humanities,None,ENG289H5 or  ENG291H5,None
 ENG379H5 , American Literature in Global Contexts ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits,None
 ENG380H5 , History of Literary Theory ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG367Y5
 ENG381H5 , Digital Texts ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG382Y5 , Contemporary Literary Theory ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG366Y5
 ENG383H5 , British Romanticism and Its Contexts ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG384H5 , Literature and Psychoanalysis ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG384Y5
 ENG385H5 ," British Romanticism, 1770-1800 ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG308Y5
 ENG386H5 ," British Romanticism, 1800-1830 ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG308Y5
 ENG387H5 , Popular Novels in the Eighteenth Century ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG322Y5
 ENG388H5 , Spaces of Fiction ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG390Y5 , Individual Studies ,1.0,Humanities,None,1.0 credits in English and 3.0 additional credits.,ENG490Y5
 ENG391Y5 , Individual Studies (Creative) ,1.0,Humanities,None,1.0 credits in English and 3.0 other credits.,None
 ENG392H5 , Canadian Fiction ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG353Y
 ENG393H5 , Canadian Poetry in Context ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG354Y5
 ENG394H5 , American Literature from the Revolution to 1900 ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG363Y5
 ENG395H5 , American Literature 1900 to the Present ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG364Y5
 ENG396H5 , Literary Theory Now ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG397H5 , Individual Studies ,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG398H5 , Research Opportunity Program ,0.5,Humanities,None,1.0 credits in English and 3.0 additional credits.,None
 ENG399Y5 , Research Opportunity Program ,1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
 ENG400H5 , Capstone Seminar: Writing a Research Project  ,0.5,Humanities,None,Completion of 14.5 credits.,None
 ENG414H5 , Seminar:  Literary Theory / Methods ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG415H5 , Seminar: Literary Theory / Methods ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG416H5 , Seminar:  Literary Theory / Methods ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG424H5 , Seminar:  Canadian Literature ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG425H5 , Seminar: Canadian Literature ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG426H5 ," Seminar: Race, Ethnicity, Diasporas, Indigeneity ",0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG434H5 ," Seminar: Race, Ethnicity, Diasporas, Indigeneity ",0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG435H5 , Seminar:  American Literature ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG436H5 , Seminar:  American Literature ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG460H5 , Seminar: Literature Pre-1700 ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG461H5 , Seminar:  Literature Pre-1700 ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG462H5 , Seminar: Literature Pre-1700 ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG463H5 , Seminar: Literature 1700-1900 ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG470H5 , Seminar: Literature 1700-1900 ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG471H5 , Seminar: Literature 1700-1900 ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG472H5 , Seminar: Modern and Contemporary Literature ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG473H5 , Seminar: Modern and Contemporary Literature ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
 ENG489Y5 , Creative Writing Workshop ,1.0,Humanities,None,Permission of instructor and portfolio must be submitted by 30 June and contact Undergraduate Advisor for more information.,ENG389Y5
 ENV100Y5 , The Environment ,1.0,Science,None,None,None
 ENV201H5 , Environmental Management ,0.5,Social Science,None,GGR111H5 and  GGR112H5 (formerly  GGR117Y5) or  ENV100Y5,None
 ENV299Y5 , Research Opportunity Program ,1.0,None,None,None,None
 ENV305H5 , Sustainable Tourism ,0.5,Social Science,ENV100Y5 and  ENV201H5,None,GGR356H1 and  ENV205H5
 ENV310H5 , Sustainability ,0.5,Social Science,None,9 credits including  ENV100Y5 and  ENV201H5,None
 ENV311H5 , Environmental Issues in the Developing World ,0.5,Social Science,None,Any 9.0 credits,ENV345H5
 ENV320H5 , Managing Our Waste ,0.5,Social Science,None,9.0 credits including  ENV100Y5 or ( GGR111H5 and  GGR112H5),None
 ENV330H5 , Experimental Design in Environmental Science ,0.5,Science,None,"9.0 credits, including the completion of a 100-level quantitative and basic scientific credit, and completion of a 200/300-levek quantitative methods course and enrolment in an Environmental Science program.",None
